Nome do Autor1;Nome do Autor2;Ano;Título da Produção;Subtipo da Produção;Linha de Pesquisa;Categoria
ERICA DE SOUSA CHECCUCCI;ERICA DE SOUSA CHECCUCCI;2013;DIFUSÃO DA TECNOLOGIA BIM POR PESQUISADORES BRASILEIROS;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JADER CRISTIANO MAGALHAES DE ALBUQUERQUE;RENELSON RIBEIRO SAMPAIO;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO A CAPACITAÇÃO DE GESTORES PÚBLICOS A PARTIR DA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JADER CRISTIANO MAGALHAES DE ALBUQUERQUE;RENELSON RIBEIRO SAMPAIO;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO UMA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
LYNN ROSALINA GAMA ALVES;RENELSON RIBEIRO SAMPAIO;2013;DIGITAL GAMES AND ASSISTIVE TECHNOLOGY IMPROVEMENT OF COMMUNICATION OF CHILDREN WITH CEREBRAL PALSY;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
ANHAMONA SILVA DE BRITO;ANHAMONA SILVA DE BRITO;2013;DIREITO DOS REMANESCENTES DE QUILOMBOLA DIMENSÃO DE UM DIREITO CONSTITUCIONAL;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;DIREITOS HUMANOSCIDADANIA E VIOLÊNCIA - ESTRATÉGIAS  PARA ARTICULAÇÃO DA POS-GRADUAÇÃO COM A EDUCAÇÃO BÁSICA E FORMAÇÃO DOS PROFISSIONAIS DE EDUCAÇÃO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;DIREITOS HUMANOSCIDADANIA E VIOLÊNCIA - ESTRATÉGIAS PARA ARTICULAÇÃO DA POS-GRADUAÇÃO COM A EDUCAÇÃO BÁSICA E FORMAÇÃO DOS PROFISSIONAIS DE EDUCAÇÃO;TRABALHO EM ANAIS;;Docente
GILBERTO WILDBERGER DE ALMEIDA;RICARDO COUTINHO MELLO;2013;DISSEMINAÇÃO DO CONHECIMENTO SOBRE ASMA UM ESTUDO ENTRE ADOLESCENTES DE UMA ESCOLA PÚBLICA DE SALVADOR;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
EDUARDO DAVID DE OLIVEIRA;FLAVIA DE JESUS DAMIAO;2013;DIVERSIDADE E DIFERENÇA ÉTNICO-RACIAL NA EDUCAÇÃO DE CRIANÇAS DE 0 A 3 ANOS;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
TERESINHA FROES BURNHAM;TERESINHA FROES BURNHAM;2013;DOCÊNCIA INTERATIVA ONLINE CONTRIBUIÇÕES PARA MEDIAÇÃO PEDAGÓGICA VIA FÓRUM;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
LILIAN LESSA ANDRADE LINO;LILIAN LESSA ANDRADE LINO;2013;E NUTRICIONALMENTE O QUE É QUE A FARINHA TEM?;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
EDUARDO DAVID DE OLIVEIRA;ELMARA PEREIRA DE SOUZA;2013;EDUCAÇÃO (A DISTÂNCIA) DESTERRITORIALIZADA UMA PROPOSTA PARA A FORMAÇÃO DE DOCENTES ONLINE;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2013;EDUCAÇÃO E FILOSOFIA O FILOSOFAR COMO ATIVIDADE FORMATIVA TRANSDISCIPLINAR NA EDUCAÇÃO BÁSICA - CONSIDERAÇÕES POLILÓGICAS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;EDUCAÇÃO EM DIREITOS HUMANOS;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
CLAUDIO REYNALDO BARBOSA DE SOUZA;NUBIA MOURA RIBEIRO;2013;EDUCAÇAO PROFISSIONAL;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;EDUCACIÓN TRANSDISCIPLINAR COMO REFORMA ÉTICA DE LA DIVERSIDAD EN LA SOCIEDAD-MUNDO DEL SIGLO XXI.;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSE MARIA BARROSO TRISTAN;JOSE MARIA BARROSO TRISTAN;2013;EDUCADORES EN LAS HUELGAS EDUCATIVAS UN PASO AL FRENTE;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ZULEIDE PAIVA DA SILVA;ZULEIDE PAIVA DA SILVA;2013;EDUCAR PARA A DIVERSIDADE UM DESAFIO DE TODA A SOCIEDADE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE MARIA BARROSO TRISTAN;JOSE MARIA BARROSO TRISTAN;2013;EL INÉDITO VIABLE;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ISABELLE PEDREIRA DEJARDIN;ISABELLE PEDREIRA DEJARDIN;2013;EMPREENDIMENTOS SOLIDÁRIOS CRISE E POLÍTICAS PÚBLICAS O CASO DA CAMAPET;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
RENATO PEIXOTO DAGNINO;RENATO PEIXOTO DAGNINO;2013;EMPRESAS RECUPERADAS POR TRABALHADORES NO BRASIL;LIVRO;;Docente
JUREMA LINDOTE BOTELHO PEIXOTO;JUREMA LINDOTE BOTELHO PEIXOTO;2013;ESQUEMAS MOBILIZADOS POR SURDOS SINALIZADORES NO CÁLCULO DA MULTIPLICAÇÃO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
PEDRO JAVIER GOMEZ JAIME;PEDRO JAVIER GOMEZ JAIME;2013;ESTRUTURA HARMÔNICA DO CRAVO NO CONCERTO ITALIANO-971 DE BACH VISUALIZANDO A RELAÇÃO FÍSICA E MÚSICA NO ENSINO DESTA CIÊNCIA;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
DIRCEU DE FREITAS PIEDADE MELO;DIRCEU DE FREITAS PIEDADE MELO;2013;ESTUDO DE FLUTUAÇÃO DE VARIÂNCIA EM SINAIS DE ÁUDIO CLASSIFICADOS EM GÊNEROS MUSICAIS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
DIRCEU DE FREITAS PIEDADE MELO;DIRCEU DE FREITAS PIEDADE MELO;2013;ESTUDO DE FLUTUAÇÕES DE VARIÂNCIA DESTENDENCIADAS EM SÉRIES TEMPORAIS DE SINAIS DE ÁUDIO UMA ABORDAGEM PARA RECUPERAÇÃO DE INFORMAÇÕES MUSICAIS.;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
FRANCISCA DE PAULA S DA SILVA;FRANCISCA DE PAULA S DA SILVA;2013;ETERNAMENTE ROSA MENINA A HISTÓRIA DE UM TERNO DE REI;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2013;ÉTICA E COMPLEXIDADE A EMERGÊNCIA TRIÉTICA PLANETÁRIA;LIVRO;;Docente
GILBERTO WILDBERGER DE ALMEIDA;GILBERTO WILDBERGER DE ALMEIDA;2013;EXPANSÃO DA REGIÃO METROPOLITANA;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
KATHIA MARISE BORGES SALES AQUINO;KATHIA MARISE BORGES SALES AQUINO;2013;EXPERÊNCIAS FORMATIVAS UM DESENHO METODOLÓGICO PARA OFERTA DA DISCIPLINA LIBRAS NA MODALIDADE SEMIPRESENCIAL NOS CURSOS DO PARFOR/UNEB;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2013;FACE RECOGNITION MODEL APPLIED TO THE MISSING PEOPLE PROBLEM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2013;FAST OBJECT SEARCH IN HOME ENVIRONMENTS USING SALIENCY DETECTION AND COLOR SIGNATURE MATCHING;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2013;FATORES DE DECISÃO QUANTO À LOCALIZAÇÃO DE FORNECEDORES NO SETOR AUTOMOTIVO NACIONAL;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2013;FLUXOS DE INFORMAÇÃO E CONHECIMENTO NO DESENVOLVIMENTO DE PRODUTO NA INDÚSTRIA AUTOMOTIVA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ELMARA PEREIRA DE SOUZA;ELMARA PEREIRA DE SOUZA;2013;FORMAÇÃO DE DOCENTES ONLINE A EXPERIÊNCIA DO PLANO DE CAPACITAÇÃO CONTINUADA DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ELMARA PEREIRA DE SOUZA;ELMARA PEREIRA DE SOUZA;2013;FORMACIÓN DE DOCENTES ONLINE EM ENTORNOS VIRTUALES DE APRENDIZAJE RECURSOS DE COLABORACIÓN PARA LA INTERACCIÓN DIALÓGICA EM EDUCACIÓN A DISTANCIA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
CLAUDIA PINTO PEREIRA SENA;CLAUDIA PINTO PEREIRA SENA;2013;GEDE GERENCIADOR DE DOCUMENTO ESTUDANTIL;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
FELIPE RODRIGUES BOMFIM;FELIPE RODRIGUES BOMFIM;2013;GEOGRAFIAS POLÍTICAS PÚBLICAS E DINÂMICAS TERRITORIAIS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2013;GESTÃO DOS CURSOS TÉCNICOS E TECNOLÓGICOS OFERTADOS PELOS CAMPI DOS IFBA'S RECÉM INAUGURADOS PERSPECTIVAS DOS DISCENTES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;GESTÃO UNIVERSIDADES E INDÚSTRIAS CRIATIVAS;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;GESTÃOEDUCAÇÃO E DIREITOS HUMANOS - GEDH;PATENTE;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;GLOBAL EDUCATION MAGAZINE. UM PROJETO INTERUNIVERSITÁRIO ENTRE BRASIL E ESPANHA;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ALFREDO EURICO RODRIGUES MATTA;ALFREDO EURICO RODRIGUES MATTA;2013;HISTÓRIA DA BAHIA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HELAINE PEREIRA DE SOUZA;HELAINE PEREIRA DE SOUZA;2013;HISTÓRIA DA LOCALIDADE DO CABULA COMO COMPONENTE FUNDAMENTAL AO DESENVOLVIMENTO DO TURISMO DE BASE COMUNITÁRIA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2013;HUMAN RIGHTS DAY;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;HUMAN RIGHTS FROM A COSMOLOGICAL ANTHROPIC PRINCIPLE TO THE MOLECULAR REVOLUTION OF QUANTUM CONSCIOUSNESS;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ERICA DE SOUSA CHECCUCCI;ERICA DE SOUSA CHECCUCCI;2013;IDENTIFICANDO INTERFACES ENTRE BIM E A MATRIZ CURRICULAR DE CURSOS DE ENGENHARIA CIVIL;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
MARIA DE FATIMA HENRIQUE CAMPOS;MARIA DE FATIMA HENRIQUE CAMPOS;2013;INCLUSÃO SOCIODIGITAL E REDES SOCIAIS NA COMUNIDADE DO CABULA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ROBERTO SIDNEI ALVES MACEDO;ROBERTO SIDNEI ALVES MACEDO;2013;INFÂNCIAS-DEVIR A AFIRMAÇÃO DO DIREITO DAS CRIANÇAS À (APRENDIZAGEM) FORMAÇÃO;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
MARCIA FIGUEREDO D SOUZA;MARCIA FIGUEREDO D SOUZA;2013;INFLUÊNCIA DE CARACTERÍSTICAS QUALITATIVAS NOS INDICADORES CONTÁBEIS DE INSTITUIÇÕES MICROFINANCEIRAS DA AMÉRICA LATINA E CARIBE;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2013;INSTRUMENTO LIVRE PARA MEDIDAS DE MOVIMENTO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
CLAUDIA PINTO PEREIRA SENA;CLAUDIA PINTO PEREIRA SENA;2013;INTEGRAÇÃO DE SABERES NA FORMAÇÃO DO ENGENHEIRO POTENCIALIZAÇÃO DA RESPONSABILIDADE SOCIAL A PARTIR DA APLICAÇÃO DOS CONHECIMENTOS DE ENGENHARIA NA EDUCAÇÃO.;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
LELIANA SANTOS DE SOUSA;LELIANA SANTOS DE SOUSA;2013;INTERDISCIPLINARIDADE IMAGÉTICA DA RELAÇÃO COM O SABER;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
AUGUSTO CESAR NORONHA RODRIGUES GALEAO;LUIZ BEVILACQUA;2013;INVESTIGATION OF A NEW MODEL FOR ANOMALOUS DIFFUSION PHENOMENA BY MEANS OF AN INVERSE ANALYSIS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ANA MARIA FERREIRA MENEZES;ANA MARIA FERREIRA MENEZES;2013;INVESTIMENTOS DIRETOS ESTRANGEIROS NO BRASIL UMA ANÁLISE DO PROCESSO DE CONCESSÃO DOS SERVIÇOS PÚBLICOS NO PERÍODO DE 2007 A 2013;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSEMAR RODRIGUES DE SOUZA;LYNN ROSALINA GAMA ALVES;2013;JOGOS DIGITAIS E APRENDIZAGEM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2013;L´ENVIRONNEMENT ET L´HISTOIRE AGRAIRE - LES PHASES D´ACCUMULATION DU CAPITAL ET LES MOUVEMENTS SOCIAUX DE LA RÉFORME AGRAIRE DANS L´ÉTAT DE BAHIA AU BRÉSIL.;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
SARA ABREU DA MATA MACHADO;SARA ABREU DA MATA MACHADO;2013;LA CAPOEIRA EN EL CAMINO DE LA AUTOSUSTENTABILIDAD;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;LA CONSTELACIÓN DE ESCUELAS-ONGS HERMANADAS UNA SINFONÍA DE SOLIDARIDAD INTERPERSONAL;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;LA ENERGIA CÓSMICA UBUNTU LA BASE ÉTICA DE LOS FUTUROS MUNDÓLOGOS;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;LA INTELIGENCIA CIBERNÉTICA PLANETARIA UN TERRITORIO DEMOCRÁTICO TRANSCULTURAL Y TRANSHUMANISTA;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ZULEIDE PAIVA DA SILVA;ZULEIDE PAIVA DA SILVA;2013;LBL-BA REDE SEM CABEÇA PULSANTE COMUNICANTE TODA PENSANTE?;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ROSANGELA COSTA ARAUJO;ZULEIDE PAIVA DA SILVA;2013;LESBIANIZAR É PRECISO NÃO SOMOS TODAS MULHERES A TEORIA POLÍTICA DE MONIQUE REVISITADA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;2013;LEVANTAMENTO DE LESÕES NA REGIÃO BUCOMAXILOFACIAL EM VÍTIMAS DE VIOLÊNCIA PERICIADAS NO INSTITUTO MÉDICO LEGAL (IML) DE FEIRA DE SANTANA-BA ENTRE 2007 E 2009;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
DANTE AUGUSTO GALEFFI;KATHIA MARISE BORGES SALES AQUINO;2013;LIBERTAÇÃO CONSCIENTIZAÇÃO DIÁLOGO E COMUNICAÇÃO - APROPRIAÇÃO DE CONCEITOS FREIRIANOS EM UMA EPISTEMOLOGIA DA DIFUSÃO SOCIAL DO CONHECIMENTO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
GILDECI DE OLIVEIRA LEITE;GILDECI DE OLIVEIRA LEITE;2013;MESTRE DIDI ESTÁ DE VOLTA AO REINO DOS ANCESTRAIS;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
JOSE MARIA BARROSO TRISTAN;JOSE MARIA BARROSO TRISTAN;2013;METAMORFOSIS RADICAL EDUCATIVA PARA UNA SITUACIÓN HUMANA RADICAL;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2013;METAREDE CIDADANIA RECICLAGEM E INCLUSÃO SÓCIO DIGITAL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLEIDE TAVARES BITTENCOURT;CLEIDE TAVARES BITTENCOURT;2013;METAREDE CIDADANIARECICLAGEM EINCLUSÃO SÓCIO DIGITAL;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
FRANCISCA DE PAULA S DA SILVA;FRANCISCA DE PAULA S DA SILVA;2013;METODOLOGIA PARTICIPATIVA APLICADA AO TURISMO DE BASE COMUNITÁRIA UMA ANÁLISE DO PROCESSO DE INVENTARIAÇÃO DA OFERTA E DA DEMANDA TURÍSTICA DO CABULA E ENTORNO SALVADOR-BAHIA BRASIL;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ERICA DE SOUSA CHECCUCCI;ERICA DE SOUSA CHECCUCCI;2013;MODELAGEM DA INFORMAÇÃO DA CONSTRUÇÃO (BIM) NO ENSINO DE ARQUITETURA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
ERICA DE SOUSA CHECCUCCI;ERICA DE SOUSA CHECCUCCI;2013;MODELAGEM DA INFORMAÇÃO DA CONSTRUÇÃO COMO INOVAÇÃO TECNOLÓGICA;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
FABIHANA SOUZA MENDES;FABIHANA SOUZA MENDES;2013;MUDANÇAS TÉCNICAS SOCIAIS E ECONÔMICAS NA AVICULTURA DO RECÔNCAVO DA BAHIA ANÁLISE DOS AVICULTORES INTEGRADOS À AVÍCOLA SÃO JOÃO LTDA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
SUELY ALDIR MESSEDER;SUELY ALDIR MESSEDER;2013;MULHER DE BIGODE NEM O DIABO PODE?  PRÁTICAS E REPRESENTAÇÕES MACHISTAS VIVENCIADAS PELAS MULHERES MASCULINIZADAS                                  PRÁTICAS E REPRESENTAÇÕES MACHISTAS VIVENCIADAS PELAS MULHERES MASCULINIZADAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2013;MULTI-AGENT SIMULATION FOR ENZYME KINETICS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2013;MULTIFRACTAL ANALYSIS OF SOIL PROPERTIES ALONG TWO PERPENDICULAR TRANSECTS;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2013;MUNDOLOGIA UMA PROPOSTA EDUCATIVA PARA O SÉCULO XXI;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
SUELY ALDIR MESSEDER;SUELY ALDIR MESSEDER;2013;NARRATIVAS SUBVERSIVAS IMAGENS DE UMA POLÍTICA DA SUBJETIVIDADE NA LITERATURA DE CASSANDRA RIOS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;MARCELO ALBANO MORET SIMOES GONCALVES;2013;NONEXTENSIVITY AND ENTROPY OF ASTROPHYSICAL SOURCES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ZULEIDE PAIVA DA SILVA;ZULEIDE PAIVA DA SILVA;2013;NOSSA HISTÓRIA DE LÉSBICAS A GENTE FAZ- RELATO DE EXTENSÃO DO DIADORIM;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
