No;Ano;Título da Produção;Nome do Autor;Subtipo da Produção;Linha de Pesquisa;Categoria
147;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO A CAPACITAÇÃO DE GESTORES PÚBLICOS A PARTIR DA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;JADER CRISTIANO MAGALHAES DE ALBUQUERQUE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
248;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO A CAPACITAÇÃO DE GESTORES PÚBLICOS A PARTIR DA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;RENELSON RIBEIRO SAMPAIO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
148;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO UMA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;JADER CRISTIANO MAGALHAES DE ALBUQUERQUE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
249;2013;DIFUSÃO DO CONHECIMENTO E INOVAÇÃO EM SISTEMAS LOCAIS DE PRODUÇÃO UMA MODELAGEM BASEADA NA DINÂMICA DE SISTEMAS;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
122;2013;DIGITAL GAMES AND ASSISTIVE TECHNOLOGY IMPROVEMENT OF COMMUNICATION OF CHILDREN WITH CEREBRAL PALSY;LYNN ROSALINA GAMA ALVES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
124;2013;DIGITAL GAMES AND ASSISTIVE TECHNOLOGY IMPROVEMENT OF COMMUNICATION OF CHILDREN WITH CEREBRAL PALSY;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
18;2013;DIREITO DOS REMANESCENTES DE QUILOMBOLA DIMENSÃO DE UM DIREITO CONSTITUCIONAL;ANHAMONA SILVA DE BRITO;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
167;2013;DIREITOS HUMANOSCIDADANIA E VIOLÊNCIA - ESTRATÉGIAS  PARA ARTICULAÇÃO DA POS-GRADUAÇÃO COM A EDUCAÇÃO BÁSICA E FORMAÇÃO DOS PROFISSIONAIS DE EDUCAÇÃO;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
168;2013;DIREITOS HUMANOSCIDADANIA E VIOLÊNCIA - ESTRATÉGIAS PARA ARTICULAÇÃO DA POS-GRADUAÇÃO COM A EDUCAÇÃO BÁSICA E FORMAÇÃO DOS PROFISSIONAIS DE EDUCAÇÃO;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;;Docente
129;2013;DISSEMINAÇÃO DO CONHECIMENTO SOBRE ASMA UM ESTUDO ENTRE ADOLESCENTES DE UMA ESCOLA PÚBLICA DE SALVADOR;GILBERTO WILDBERGER DE ALMEIDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
131;2013;DISSEMINAÇÃO DO CONHECIMENTO SOBRE ASMA UM ESTUDO ENTRE ADOLESCENTES DE UMA ESCOLA PÚBLICA DE SALVADOR;RICARDO COUTINHO MELLO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
55;2013;DIVERSIDADE E DIFERENÇA ÉTNICO-RACIAL NA EDUCAÇÃO DE CRIANÇAS DE 0 A 3 ANOS;EDUARDO DAVID DE OLIVEIRA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
83;2013;DIVERSIDADE E DIFERENÇA ÉTNICO-RACIAL NA EDUCAÇÃO DE CRIANÇAS DE 0 A 3 ANOS;FLAVIA DE JESUS DAMIAO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
136;2013;DOCÊNCIA INTERATIVA ONLINE CONTRIBUIÇÕES PARA MEDIAÇÃO PEDAGÓGICA VIA FÓRUM;TERESINHA FROES BURNHAM;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
205;2013;E NUTRICIONALMENTE O QUE É QUE A FARINHA TEM?;LILIAN LESSA ANDRADE LINO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
57;2013;EDUCAÇÃO (A DISTÂNCIA) DESTERRITORIALIZADA UMA PROPOSTA PARA A FORMAÇÃO DE DOCENTES ONLINE;EDUARDO DAVID DE OLIVEIRA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
62;2013;EDUCAÇÃO (A DISTÂNCIA) DESTERRITORIALIZADA UMA PROPOSTA PARA A FORMAÇÃO DE DOCENTES ONLINE;ELMARA PEREIRA DE SOUZA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
141;2013;EDUCAÇÃO (A DISTÂNCIA) DESTERRITORIALIZADA UMA PROPOSTA PARA A FORMAÇÃO DE DOCENTES ONLINE;EDUARDO DAVID DE OLIVEIRA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
144;2013;EDUCAÇÃO (A DISTÂNCIA) DESTERRITORIALIZADA UMA PROPOSTA PARA A FORMAÇÃO DE DOCENTES ONLINE;ELMARA PEREIRA DE SOUZA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
146;2013;EDUCAÇÃO E FILOSOFIA O FILOSOFAR COMO ATIVIDADE FORMATIVA TRANSDISCIPLINAR NA EDUCAÇÃO BÁSICA - CONSIDERAÇÕES POLILÓGICAS;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
169;2013;EDUCAÇÃO EM DIREITOS HUMANOS;JOSE CLAUDIO ROCHA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
39;2013;EDUCAÇAO PROFISSIONAL;CLAUDIO REYNALDO BARBOSA DE SOUZA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
237;2013;EDUCAÇAO PROFISSIONAL;NUBIA MOURA RIBEIRO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
152;2013;EDUCACIÓN TRANSDISCIPLINAR COMO REFORMA ÉTICA DE LA DIVERSIDAD EN LA SOCIEDAD-MUNDO DEL SIGLO XXI.;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
180;2013;EDUCADORES EN LAS HUELGAS EDUCATIVAS UN PASO AL FRENTE;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
296;2013;EDUCAR PARA A DIVERSIDADE UM DESAFIO DE TODA A SOCIEDADE;ZULEIDE PAIVA DA SILVA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
181;2013;EL INÉDITO VIABLE;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
143;2013;EMPREENDIMENTOS SOLIDÁRIOS CRISE E POLÍTICAS PÚBLICAS O CASO DA CAMAPET;ISABELLE PEDREIRA DEJARDIN;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
244;2013;EMPRESAS RECUPERADAS POR TRABALHADORES NO BRASIL;RENATO PEIXOTO DAGNINO;LIVRO;;Docente
164;2013;ESQUEMAS MOBILIZADOS POR SURDOS SINALIZADORES NO CÁLCULO DA MULTIPLICAÇÃO;JUREMA LINDOTE BOTELHO PEIXOTO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
241;2013;ESTRUTURA HARMÔNICA DO CRAVO NO CONCERTO ITALIANO-971 DE BACH VISUALIZANDO A RELAÇÃO FÍSICA E MÚSICA NO ENSINO DESTA CIÊNCIA;PEDRO JAVIER GOMEZ JAIME;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
51;2013;ESTUDO DE FLUTUAÇÃO DE VARIÂNCIA EM SINAIS DE ÁUDIO CLASSIFICADOS EM GÊNEROS MUSICAIS;DIRCEU DE FREITAS PIEDADE MELO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
52;2013;ESTUDO DE FLUTUAÇÕES DE VARIÂNCIA DESTENDENCIADAS EM SÉRIES TEMPORAIS DE SINAIS DE ÁUDIO UMA ABORDAGEM PARA RECUPERAÇÃO DE INFORMAÇÕES MUSICAIS.;DIRCEU DE FREITAS PIEDADE MELO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
87;2013;ETERNAMENTE ROSA MENINA A HISTÓRIA DE UM TERNO DE REI;FRANCISCA DE PAULA S DA SILVA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
45;2013;ÉTICA E COMPLEXIDADE A EMERGÊNCIA TRIÉTICA PLANETÁRIA;DANTE AUGUSTO GALEFFI;LIVRO;;Docente
95;2013;EXPANSÃO DA REGIÃO METROPOLITANA;GILBERTO WILDBERGER DE ALMEIDA;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
200;2013;EXPERÊNCIAS FORMATIVAS UM DESENHO METODOLÓGICO PARA OFERTA DA DISCIPLINA LIBRAS NA MODALIDADE SEMIPRESENCIAL NOS CURSOS DO PARFOR/UNEB;KATHIA MARISE BORGES SALES AQUINO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
193;2013;FACE RECOGNITION MODEL APPLIED TO THE MISSING PEOPLE PROBLEM;JOSEMAR RODRIGUES DE SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
194;2013;FAST OBJECT SEARCH IN HOME ENVIRONMENTS USING SALIENCY DETECTION AND COLOR SIGNATURE MATCHING;JOSEMAR RODRIGUES DE SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
165;2013;FATORES DE DECISÃO QUANTO À LOCALIZAÇÃO DE FORNECEDORES NO SETOR AUTOMOTIVO NACIONAL;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
170;2013;FLUXOS DE INFORMAÇÃO E CONHECIMENTO NO DESENVOLVIMENTO DE PRODUTO NA INDÚSTRIA AUTOMOTIVA;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
63;2013;FORMAÇÃO DE DOCENTES ONLINE A EXPERIÊNCIA DO PLANO DE CAPACITAÇÃO CONTINUADA DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;ELMARA PEREIRA DE SOUZA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
64;2013;FORMACIÓN DE DOCENTES ONLINE EM ENTORNOS VIRTUALES DE APRENDIZAJE RECURSOS DE COLABORACIÓN PARA LA INTERACCIÓN DIALÓGICA EM EDUCACIÓN A DISTANCIA;ELMARA PEREIRA DE SOUZA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
172;2013;GEDE GERENCIADOR DE DOCUMENTO ESTUDANTIL;CLAUDIA PINTO PEREIRA SENA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
77;2013;GEOGRAFIAS POLÍTICAS PÚBLICAS E DINÂMICAS TERRITORIAIS;FELIPE RODRIGUES BOMFIM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
253;2013;GESTÃO DOS CURSOS TÉCNICOS E TECNOLÓGICOS OFERTADOS PELOS CAMPI DOS IFBA'S RECÉM INAUGURADOS PERSPECTIVAS DOS DISCENTES;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
173;2013;GESTÃO UNIVERSIDADES E INDÚSTRIAS CRIATIVAS;JOSE CLAUDIO ROCHA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
171;2013;GESTÃOEDUCAÇÃO E DIREITOS HUMANOS - GEDH;JOSE CLAUDIO ROCHA;PATENTE;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
153;2013;GLOBAL EDUCATION MAGAZINE. UM PROJETO INTERUNIVERSITÁRIO ENTRE BRASIL E ESPANHA;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
2;2013;HISTÓRIA DA BAHIA;ALFREDO EURICO RODRIGUES MATTA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
119;2013;HISTÓRIA DA LOCALIDADE DO CABULA COMO COMPONENTE FUNDAMENTAL AO DESENVOLVIMENTO DO TURISMO DE BASE COMUNITÁRIA;HELAINE PEREIRA DE SOUZA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
175;2013;HUMAN RIGHTS DAY;JOSE CLAUDIO ROCHA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
154;2013;HUMAN RIGHTS FROM A COSMOLOGICAL ANTHROPIC PRINCIPLE TO THE MOLECULAR REVOLUTION OF QUANTUM CONSCIOUSNESS;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
67;2013;IDENTIFICANDO INTERFACES ENTRE BIM E A MATRIZ CURRICULAR DE CURSOS DE ENGENHARIA CIVIL;ERICA DE SOUSA CHECCUCCI;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
226;2013;INCLUSÃO SOCIODIGITAL E REDES SOCIAIS NA COMUNIDADE DO CABULA;MARIA DE FATIMA HENRIQUE CAMPOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
267;2013;INFÂNCIAS-DEVIR A AFIRMAÇÃO DO DIREITO DAS CRIANÇAS À (APRENDIZAGEM) FORMAÇÃO;ROBERTO SIDNEI ALVES MACEDO;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
177;2013;INFLUÊNCIA DE CARACTERÍSTICAS QUALITATIVAS NOS INDICADORES CONTÁBEIS DE INSTITUIÇÕES MICROFINANCEIRAS DA AMÉRICA LATINA E CARIBE;MARCIA FIGUEREDO D SOUZA;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
178;2013;INSTRUMENTO LIVRE PARA MEDIDAS DE MOVIMENTO;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
32;2013;INTEGRAÇÃO DE SABERES NA FORMAÇÃO DO ENGENHEIRO POTENCIALIZAÇÃO DA RESPONSABILIDADE SOCIAL A PARTIR DA APLICAÇÃO DOS CONHECIMENTOS DE ENGENHARIA NA EDUCAÇÃO.;CLAUDIA PINTO PEREIRA SENA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
203;2013;INTERDISCIPLINARIDADE IMAGÉTICA DA RELAÇÃO COM O SABER;LELIANA SANTOS DE SOUSA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
22;2013;INVESTIGATION OF A NEW MODEL FOR ANOMALOUS DIFFUSION PHENOMENA BY MEANS OF AN INVERSE ANALYSIS;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
209;2013;INVESTIGATION OF A NEW MODEL FOR ANOMALOUS DIFFUSION PHENOMENA BY MEANS OF AN INVERSE ANALYSIS;LUIZ BEVILACQUA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Participante Externo
14;2013;INVESTIMENTOS DIRETOS ESTRANGEIROS NO BRASIL UMA ANÁLISE DO PROCESSO DE CONCESSÃO DOS SERVIÇOS PÚBLICOS NO PERÍODO DE 2007 A 2013;ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
195;2013;JOGOS DIGITAIS E APRENDIZAGEM;JOSEMAR RODRIGUES DE SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
213;2013;JOGOS DIGITAIS E APRENDIZAGEM;LYNN ROSALINA GAMA ALVES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
116;2013;L´ENVIRONNEMENT ET L´HISTOIRE AGRAIRE - LES PHASES D´ACCUMULATION DU CAPITAL ET LES MOUVEMENTS SOCIAUX DE LA RÉFORME AGRAIRE DANS L´ÉTAT DE BAHIA AU BRÉSIL.;GUSTAVO BITTENCOURT MACHADO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
272;2013;LA CAPOEIRA EN EL CAMINO DE LA AUTOSUSTENTABILIDAD;SARA ABREU DA MATA MACHADO;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
155;2013;LA CONSTELACIÓN DE ESCUELAS-ONGS HERMANADAS UNA SINFONÍA DE SOLIDARIDAD INTERPERSONAL;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
156;2013;LA ENERGIA CÓSMICA UBUNTU LA BASE ÉTICA DE LOS FUTUROS MUNDÓLOGOS;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
157;2013;LA INTELIGENCIA CIBERNÉTICA PLANETARIA UN TERRITORIO DEMOCRÁTICO TRANSCULTURAL Y TRANSHUMANISTA;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
297;2013;LBL-BA REDE SEM CABEÇA PULSANTE COMUNICANTE TODA PENSANTE?;ZULEIDE PAIVA DA SILVA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
271;2013;LESBIANIZAR É PRECISO NÃO SOMOS TODAS MULHERES A TEORIA POLÍTICA DE MONIQUE REVISITADA;ROSANGELA COSTA ARAUJO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
298;2013;LESBIANIZAR É PRECISO NÃO SOMOS TODAS MULHERES A TEORIA POLÍTICA DE MONIQUE REVISITADA;ZULEIDE PAIVA DA SILVA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
190;2013;LEVANTAMENTO DE LESÕES NA REGIÃO BUCOMAXILOFACIAL EM VÍTIMAS DE VIOLÊNCIA PERICIADAS NO INSTITUTO MÉDICO LEGAL (IML) DE FEIRA DE SANTANA-BA ENTRE 2007 E 2009;ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
196;2013;LIBERTAÇÃO CONSCIENTIZAÇÃO DIÁLOGO E COMUNICAÇÃO - APROPRIAÇÃO DE CONCEITOS FREIRIANOS EM UMA EPISTEMOLOGIA DA DIFUSÃO SOCIAL DO CONHECIMENTO;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
197;2013;LIBERTAÇÃO CONSCIENTIZAÇÃO DIÁLOGO E COMUNICAÇÃO - APROPRIAÇÃO DE CONCEITOS FREIRIANOS EM UMA EPISTEMOLOGIA DA DIFUSÃO SOCIAL DO CONHECIMENTO;KATHIA MARISE BORGES SALES AQUINO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
106;2013;MESTRE DIDI ESTÁ DE VOLTA AO REINO DOS ANCESTRAIS;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
182;2013;METAMORFOSIS RADICAL EDUCATIVA PARA UNA SITUACIÓN HUMANA RADICAL;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
139;2013;METAREDE CIDADANIA RECICLAGEM E INCLUSÃO SÓCIO DIGITAL;HUGO SABA PEREIRA CARDOSO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
40;2013;METAREDE CIDADANIARECICLAGEM EINCLUSÃO SÓCIO DIGITAL;CLEIDE TAVARES BITTENCOURT;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
88;2013;METODOLOGIA PARTICIPATIVA APLICADA AO TURISMO DE BASE COMUNITÁRIA UMA ANÁLISE DO PROCESSO DE INVENTARIAÇÃO DA OFERTA E DA DEMANDA TURÍSTICA DO CABULA E ENTORNO SALVADOR-BAHIA BRASIL;FRANCISCA DE PAULA S DA SILVA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
68;2013;MODELAGEM DA INFORMAÇÃO DA CONSTRUÇÃO (BIM) NO ENSINO DE ARQUITETURA;ERICA DE SOUSA CHECCUCCI;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
69;2013;MODELAGEM DA INFORMAÇÃO DA CONSTRUÇÃO COMO INOVAÇÃO TECNOLÓGICA;ERICA DE SOUSA CHECCUCCI;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
74;2013;MUDANÇAS TÉCNICAS SOCIAIS E ECONÔMICAS NA AVICULTURA DO RECÔNCAVO DA BAHIA ANÁLISE DOS AVICULTORES INTEGRADOS À AVÍCOLA SÃO JOÃO LTDA;FABIHANA SOUZA MENDES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
280;2013;MULHER DE BIGODE NEM O DIABO PODE?  PRÁTICAS E REPRESENTAÇÕES MACHISTAS VIVENCIADAS PELAS MULHERES MASCULINIZADAS                                  PRÁTICAS E REPRESENTAÇÕES MACHISTAS VIVENCIADAS PELAS MULHERES MASCULINIZADAS;SUELY ALDIR MESSEDER;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
176;2013;MULTI-AGENT SIMULATION FOR ENZYME KINETICS;JOSE GARCIA VIVAS MIRANDA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
198;2013;MULTIFRACTAL ANALYSIS OF SOIL PROPERTIES ALONG TWO PERPENDICULAR TRANSECTS;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
